fecha,huevo,L1,L2,crisalida,radiacion,tmax,tmin,tmed,exergia
02-02-02,0,0,0,1619,8.714978212,9.527027314,-2.553161866,2.918531194,77.26840132
02-03-02,0,0,0,1619,2.407381231,6.540843873,-1.913614624,2.047424806,77.46840132
02-04-02,0,0,0,1619,9.148674673,7.332522053,-1.289765119,2.52311404,77.66840132
02-05-02,0,0,0,1619,6.490481454,7.428642789,-0.818588585,2.575213094,77.86840132
02-06-02,0,0,0,1619,6.744953768,3.521893931,-1.384536082,0.953679456,78.06840132
02-07-02,0,0,0,1619,8.823799554,5.803156552,-1.822786694,1.523476459,78.26840132
02-08-02,0,0,0,1619,10.26666808,7.354947391,-2.38607716,2.018672548,78.46840132
02-09-02,0,0,0,1619,10.95395791,10.48146456,-2.298448294,3.477283452,78.66840132
02-10-02,0,0,0,1619,9.637236688,10.12544372,-1.7567648,3.657474758,78.86840132
02-11-02,0,0,0,1619,11.23752896,11.08539696,-1.941130832,3.968217664,79.06840132
02-12-02,0,0,0,1619,11.18500053,11.6925922,-2.281241365,4.17337124,79.26840132
02-13-02,0,0,0,1619,10.70398023,10.8762674,-1.7888511,4.085454352,79.46840132
02-14-02,0,0,0,1619,10.01338931,9.870028696,-1.508056116,3.741612286,79.66840132
02-15-02,0,0,0,1619,4.519597194,5.521075566,-1.799447338,1.768766075,79.86840132
02-16-02,0,0,0,1619,6.885967691,6.312838771,-1.857657562,1.937379105,80.06840132
02-17-02,0,0,0,1619,0.323883516,2.204718886,-1.064661494,0.454082262,80.26840132
02-18-02,0,0,0,1619,3.487926453,5.347964715,-1.413561484,1.458929748,80.46840132
02-19-02,0,0,0,1619,6.595466043,5.46360931,-2.218546073,1.242096928,80.66840132
02-20-02,0,0,0,1619,11.63721756,5.759581252,-2.466712722,1.36347327,80.86840132
02-21-02,0,0,0,1619,13.22906791,9.08222978,-1.305399086,3.20935381,81.06840132
02-22-02,0,0,0,1619,9.951104262,7.961451801,-2.261483686,2.517391859,81.26840132
02-23-02,0,0,0,1619,13.03792858,9.230810926,-2.154851738,3.106187693,81.46840132
02-24-02,0,0,0,1619,13.65543416,10.66916782,-1.689807631,4.024252312,81.66840132
02-25-02,0,0,0,1619,13.45931342,9.798682113,-1.455680731,3.825270486,81.86840132
02-26-02,0,0,0,1619,13.83295993,10.71289191,-1.723211818,4.110791795,82.06840132
02-27-02,0,0,0,1619,13.11547136,11.12986502,-1.717547029,4.361105325,82.26840132
02-28-02,0,0,0,1619,10.23998512,8.099351685,-1.470188118,3.384394728,82.46840132
03-01-02,0,0,0,1619,0.232894038,5.956180253,1.295408651,3.267690509,82.66840132
03-02-02,0,0,0,1619,11.17578914,6.957923265,0.396949729,3.404793283,82.86840132
03-03-02,0,0,0,1619,0.618912743,5.732277607,0.601636731,2.867823361,83.06840132
03-04-02,0,0,0,1619,0.629585503,5.437155915,0.846264215,2.819169944,83.26840132
03-05-02,0,0,0,1619,3.205618025,5.834509512,0.930757785,3.027553406,83.4676921
03-06-02,0,0,0,1619,6.970560102,6.267159103,0.941524073,3.180675949,83.66627366
03-07-02,0,0,0,1619,1.457162291,6.668349453,0.575332129,3.145533,83.86485522
03-08-02,0,0,0,1619,6.031335955,7.927207992,0.235062175,3.581037305,84.06156122
03-09-02,0,0,0,1619,13.64541397,8.768721437,0.670698268,4.214084387,84.25446902
03-10-02,0,0,0,1619,11.17337018,9.447730896,1.023892018,4.731714316,84.44028463
03-11-02,0,0,0,1619,7.920769476,9.728260176,1.066712722,5.099006271,84.62184491
03-12-02,0,0,0,1619,12.45972367,11.2283452,2.96061218,6.478229355,84.80340519
03-13-02,0,0,0,1619,0.479484536,6.767637368,1.403007759,3.988759698,84.98496548
03-14-02,0,0,0,1619,0.595762568,5.620576044,1.449016899,3.29814433,85.15992578
03-15-02,0,0,0,1619,3.056546923,7.267775534,1.346774365,3.922359443,85.33439386
03-16-02,0,0,0,1619,1.15640982,5.442214901,1.364480816,3.218825593,85.50886195
03-17-02,0,0,0,1619,5.856292911,5.979955362,1.317026251,3.477568286,85.68191159
03-18-02,0,0,0,1619,0.917639494,7.561409289,2.718248485,4.767378042,85.85425202
03-19-02,0,0,0,1619,15.16141035,10.82765437,2.06326921,5.954521203,86.02588323
03-20-02,0,0,0,1619,16.4894027,13.84052503,1.725890105,7.319201828,86.19609599
03-21-02,0,0,0,1619,16.77312467,14.19040281,2.202231906,7.837870124,86.36630876
03-22-02,0,0,0,1619,16.51387182,14.28243171,2.606536295,8.083435009,86.53652152
03-23-02,0,0,0,1619,17.11076416,14.30632373,2.372228717,8.022132001,86.70602507
03-24-02,0,0,0,1619,16.44320969,13.34208736,2.087193113,7.50308003,86.8748194
03-25-02,0,0,0,1619,15.47371453,11.57057073,1.925284302,6.619111489,87.04148606
03-26-02,0,0,0,1619,15.46252099,9.724965459,1.738718248,5.601521947,87.20533175
03-27-02,0,0,0,1619,16.36691466,9.99530237,1.040153045,5.375789138,87.36490622
03-28-02,0,0,0,1619,6.008801148,9.599670528,1.294420236,5.402288235,87.52093459
03-29-02,0,0,0,1619,9.532221278,9.246912531,2.298437666,5.622469976,87.67554452
03-30-02,0,0,0,1619,15.70740249,10.24621107,2.080965033,5.908650229,87.83015445
03-31-02,0,0,0,1619,16.07106281,9.608024232,1.195940057,5.440341163,87.98447189
04-01-02,0,0,0,1619,1.213249017,6.280316718,2.803305346,4.479888405,88.13766338
04-02-02,0,0,0,1619,3.210938463,5.269848018,2.630492082,3.807878627,88.28943643
04-03-02,0,0,0,1619,4.161777022,2.965851844,1.620044638,2.339834201,88.4383726
04-04-02,0,0,0,1619,13.76380593,4.067371665,1.165734935,2.604992029,88.58376267
04-05-02,0,0,0,1619,12.74064406,7.750887448,2.770103093,4.975375704,88.72837027
04-06-02,0,0,0,1619,0.200273143,4.716090977,2.068540759,3.557296206,88.86666814
04-07-02,0,0,0,1619,4.019467531,5.133202253,1.014804974,2.85695398,89.00163277
04-08-02,0,0,0,1619,20.60183123,8.233999362,0.989053034,4.248163461,89.13354766
04-09-02,0,0,0,1619,0.67784568,5.792315868,1.458550324,3.472107557,89.26120724
04-10-02,0,0,0,1619,9.696340738,9.839600383,1.100584547,4.89925178,89.38744837
04-11-02,0,0,0,1619,0.200046764,2.55421405,-0.138633224,1.409042406,89.51085263
04-12-02,0,0,0,1619,0.178599214,1.680561165,0.187065576,0.662884472,89.63142
04-13-02,0,0,0,1619,4.590379424,6.676012329,1.82558189,4.329261346,89.75056894
04-14-02,0,0,0,1619,9.795353385,7.908162398,3.101424168,5.316112233,89.8597888
04-15-02,0,0,0,1619,4.861019237,6.90554788,3.389010522,5.082752684,89.9639713
04-16-02,0,0,0,1619,13.30767138,9.257434371,1.942172388,5.275209905,90.0568791
04-17-02,0,0,0,1619,20.13397067,10.42415772,2.136667021,6.021836539,90.14127626
04-18-02,0,0,0,1619,9.544457434,10.20655755,3.351461367,6.399185886,90.22283655
04-19-02,0,0,0,1619,11.40684238,11.0381337,3.141896057,6.687590605,90.29588619
04-20-02,0,0,0,1619,20.16667977,13.14834733,3.104952705,7.867797853,90.36255286
04-21-02,0,0,0,1619,19.8579509,16.46931661,3.989350622,9.825360825,90.42780109
04-22-02,0,0,0,1619,20.50747688,11.42723988,3.715729621,7.569156127,90.49234009
04-23-02,0,0,0,1619,21.00845786,12.80436816,2.921777022,7.481016048,90.55404222
04-24-02,0,0,0,1619,20.8912031,14.94783718,3.745073865,9.219335742,90.61214728
04-25-02,0,0,0,1619,20.67172388,18.01369965,4.996248273,11.329983,90.66604799
